vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap
20.0,4.5,40.231931893010824,0.1045280282625563,0.0,0.0,0.8952751395920876,0.0,0.00016381514032862078
20.0,5.0,44.22036791665615,0.0974119688126121,0.0,0.0,0.9024127492649674,0.0,0.0001573699011512312
23.4,0.1,20.39461469239784,0.00179249159567343,0.0,0.0,0.9965509096733071,8.088860991306092e-05,0.0010839073728350164
23.4,0.5,20.394651034177432,0.01458,0.0,0.0,0.976096,0.000323,0.00563
23.4,1.0,20.394651034177432,0.038712,0.0,0.0,0.95051,0.000366,0.00852
23.4,1.5,20.394687376088484,0.069083,0.0,0.0,0.919476,0.000401,0.009051
23.4,2.0,20.394651034177432,0.106145,0.0,0.0,0.882524,0.00035,0.009092
23.4,2.5,23.115024693098327,0.113867,0.0,0.0,0.878733,0.000281,0.005904
23.4,3.0,27.117536388765895,0.10652,0.0,0.0,0.889289,0.000151,0.003366
23.4,3.5,31.109694316973023,0.09956,0.0,0.0,0.897858,0.000128,0.002071
23.4,4.0,35.09511565965351,0.092596,0.0,0.0,0.905848,6.6e-05,0.001231
23.4,4.5,39.07592476682519,0.086003,0.0,0.0,0.91294,6.3e-05,0.000838
23.4,5.0,43.053032731856035,0.080872,0.0,0.0,0.918388,4.2e-05,0.000595
26.7,0.1,19.680087126208857,0.0017131745095438214,0.0,0.0,0.9968841109414557,0.00016651943338234838,0.0008438866200224096
26.7,0.5,19.6801148261802,0.012666,0.0,0.0,0.981484,0.000651,0.004159
26.7,1.0,19.6801148261802,0.034929,0.0,0.0,0.95816,0.000592,0.005184
26.7,1.5,19.6801148261802,0.063275,0.0,0.0,0.930276,0.000612,0.004842
26.7,2.0,19.6801148261802,0.097288,0.0,0.0,0.897385,0.000572,0.003929
26.7,2.5,22.38706279892486,0.103079,0.0,0.0,0.893911,0.000345,0.002169
26.7,3.0,26.37444021838506,0.094378,0.0,0.0,0.903997,0.000205,0.001178
26.7,3.5,30.355273965646116,0.086278,0.0,0.0,0.912825,0.000129,0.000625
26.7,4.0,34.331721043331946,0.079588,0.0,0.0,0.919865,8.6e-05,0.00039
26.7,4.5,38.30526865307578,0.074223,0.0,0.0,0.925417,4.7e-05,0.000255
26.7,5.0,42.27668792284033,0.068734,0.0,0.0,0.931047,2.8e-05,0.000164
30.0,0.1,19.174081555908238,0.0015423404314984157,0.0,0.0,0.9972900696220118,0.000211593811263419,0.0006194854956266363
30.0,0.5,19.174081555908238,0.011417,0.0,0.0,0.984508,0.000642,0.002902
30.0,1.0,19.174081555908238,0.032381,0.0,0.0,0.963336,0.000547,0.003048
30.0,1.5,19.174081555908238,0.058328,0.0,0.0,0.938496,0.000533,0.002063
30.0,2.0,19.174033908817517,0.08835,0.0,0.0,0.909516,0.000416,0.001385
30.0,2.5,21.87315865260758,0.092057,0.0,0.0,0.906764,0.000231,0.000742
30.0,3.0,25.851885070243483,0.083648,0.0,0.0,0.915763,0.000128,0.000381
30.0,3.5,29.826129360718724,0.075661,0.0,0.0,0.924027,6.6e-05,0.000205
30.0,4.0,33.79752419847176,0.069086,0.0,0.0,0.930725,4.7e-05,0.000125
30.0,4.5,37.76721074406154,0.063964,0.0,0.0,0.935932,2.8e-05,7e-05
30.0,5.0,41.73516545111827,0.060049,0.0,0.0,0.939862,1.8e-05,6e-05
