vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap
13.4,4.0,41.524758754482775,0.082107,0.00046,0.00061,0.883066,0.002462,0.022695
13.4,4.5,41.524758754482775,0.092844,0.000459,0.000546,0.869675,0.002686,0.024602
13.4,5.0,41.524758754482775,0.10434,0.000449,0.000496,0.855791,0.002797,0.026455
16.7,0.1,37.59213587109683,0.0015053986710963456,0.00020764119601328904,0.0004152823920265781,0.9964960548172758,7.786544850498338e-05,0.00031146179401993354
16.7,0.5,37.592715389482386,0.007822961773327381,0.0003060158576036888,0.0005407047108035102,0.9878652057669034,0.0005476073241329168,0.00250104689635496
16.7,1.0,37.59281373871087,0.01514,0.000315,0.00058,0.976908,0.001366,0.004687
16.7,1.5,37.59265849696313,0.02245,0.000323,0.000483,0.96607,0.002379,0.006337
16.7,2.0,37.59281373871087,0.029759,0.000295,0.000444,0.954991,0.003383,0.007938
16.7,2.5,37.59281373871087,0.037539,0.00031,0.000364,0.944216,0.004319,0.009407
16.7,3.0,37.59281373871087,0.045922,0.000304,0.000353,0.933613,0.005034,0.01055
16.7,3.5,37.59281373871087,0.055284,0.000313,0.000338,0.922083,0.005558,0.011716
16.7,4.0,37.59281373871087,0.064235,0.000332,0.000294,0.91111,0.006025,0.013084
16.7,4.5,37.59281373871087,0.073952,0.000323,0.000332,0.899678,0.006351,0.014252
16.7,5.0,37.59265849696313,0.084435,0.000307,0.000292,0.887706,0.006625,0.015339
20.0,0.1,35.263757521326376,0.001039800004424681,0.00019911063914515166,0.00022123404349461294,0.9974779319041615,2.2123404349461294e-05,0.00033185106524191943
20.0,0.5,35.2644136842806,0.005294675041761505,0.00019146795353971495,0.0002578956108902283,0.9916711440210224,0.0007053054206922153,0.0016372463782273585
20.0,1.0,35.26446679461344,0.010781,0.000213,0.000293,0.98349,0.001917,0.002766
20.0,1.5,35.26446679461344,0.016716,0.000228,0.000284,0.974337,0.003002,0.003704
20.0,2.0,35.26453429280067,0.022678,0.000219,0.000263,0.966112,0.003918,0.004586
20.0,2.5,35.26453429280067,0.03023,0.000217,0.000227,0.956898,0.004646,0.005185
20.0,3.0,35.26453429280067,0.03742,0.000232,0.000222,0.947531,0.005515,0.006174
20.0,3.5,35.26446679461344,0.045883,0.00022,0.000193,0.937854,0.006003,0.007056
20.0,4.0,35.26453429280067,0.054432,0.000217,0.000207,0.928361,0.006233,0.007795
20.0,4.5,35.26446679461344,0.063271,0.000217,0.000195,0.918777,0.006603,0.008377
20.0,5.0,35.26453429280067,0.072218,0.000223,0.000188,0.909604,0.00657,0.008857
23.4,0.1,33.77915620803064,0.0006042178302732624,0.0001169453865045024,0.0001559271820060032,0.998518691770943,7.79635910030016e-05,0.0001169453865045024
23.4,0.5,33.779247926315485,0.003988138202120166,0.0001756659216808272,0.00018262298788600847,0.9937682079467088,0.0007809306815315981,0.0009809463349305598
23.4,1.0,33.779247926315485,0.008259,0.000177,0.000206,0.98711,0.001845,0.001739
23.4,1.5,33.779247926315485,0.013392,0.000151,0.000176,0.97982,0.002818,0.002313
23.4,2.0,33.779247926315485,0.019055,0.000177,0.000141,0.972653,0.003692,0.00276
23.4,2.5,33.77920206730402,0.025408,0.000177,0.000133,0.965215,0.004141,0.00324
23.4,3.0,33.779247926315485,0.032093,0.000143,0.000154,0.957907,0.004563,0.003798
23.4,3.5,33.779297238425336,0.039757,0.000168,0.000162,0.949574,0.004978,0.00423
23.4,4.0,33.779247926315485,0.047783,0.000188,0.00015,0.941154,0.005077,0.004678
23.4,4.5,33.779247926315485,0.055994,0.000153,0.000155,0.933003,0.004872,0.004856
23.4,5.0,33.779297238425336,0.064452,0.000164,0.000157,0.924604,0.004864,0.004854
26.7,0.1,32.77727499783041,0.000424073822771068,0.00011874067037589903,0.00020355543493011263,0.9986768896729543,3.392590582168544e-05,8.481476455421359e-05
