0.1,0.1,3963.7075089237555,0.038254046101029913,0.007520026156612718,0.030243583455942455,0.9006048716691188,0.0013078306359326467,0.000980872976949485
0.1,0.5,4124.681783352424,0.18367023727251786,0.006536512324349228,0.10484335406588344,0.6900915687629579,0.004463257313982953,0.00393054595715273
0.1,1.0,4148.086012020687,0.2586866987644295,0.006757932594698068,0.1262689251116654,0.5778032368466849,0.00595548852408299,0.005104704449213991
0.1,1.5,4296.281273972179,0.31375128413805986,0.006190546075540673,0.14548316945285714,0.4761410483903246,0.007762197643856817,0.006401344842768135
0.1,2.0,4349.82499413249,0.39785963663162893,0.00635488686115431,0.1389612336287497,0.3834167119471873,0.010728360595329549,0.008322247412764735
0.1,2.5,4457.824729341686,0.5507953287023054,0.0063696768347931134,0.11271619853015202,0.24372193697775094,0.018855330715795832,0.016129064733715896
3.4,0.1,119.51819813155427,0.028722395339384907,0.004335455900284515,0.020999864517003117,0.9314456035767511,0.0008128979813033464,0.0006774149844194553
3.4,0.5,122.02574067015733,0.148180221194052,0.004441200484944454,0.08944256129846352,0.7405918301704728,0.004020585397233837,0.0034144048296508894
3.4,1.0,124.95348670237277,0.2149048224397814,0.004647438543197239,0.11496425682257186,0.6344248897987486,0.005889782239025276,0.0048207888263360355
3.4,1.5,127.99690855669117,0.27995430786804665,0.00443536755627863,0.12188953119411079,0.5320617997623086,0.007566893973484717,0.006378437006011516
3.4,2.0,130.9900375353068,0.3575577275304173,0.0042914068291832015,0.1334942326980943,0.425266287994418,0.009739817277920719,0.008498321050106842
3.4,2.5,133.91438570284606,0.521964,0.004138,0.106103,0.27704,0.014588,0.018475
6.7,0.1,65.75285436824478,0.012052993326028489,0.0022910648470963243,0.011256101205299332,0.9661320848690108,0.0004980575754557227,0.00019922303018228907
6.7,0.5,67.27391943835865,0.07433242506811989,0.0016439600363306085,0.043224341507720254,0.8653042688465031,0.0026884650317892823,0.0021071752951861943
6.7,1.0,69.1961813146012,0.1365590597795671,0.001682200058877002,0.0954680883413831,0.7367259857854095,0.004726335165421731,0.00380759513326583
6.7,1.5,71.16016065329983,0.19462339920921065,0.0016206128007500125,0.1044058014453078,0.6366864915823977,0.0067490681476395685,0.005802839383330691
6.7,2.0,73.03368678899926,0.2778776702275387,0.0015580947571817365,0.1199698844166641,0.5089215141041694,0.008226057940653649,0.009109736500018766
6.7,2.5,74.84315695793532,0.452107,0.00155,0.095618,0.346136,0.010932,0.022612
10.1,0.1,49.213188634313056,0.006830915649704505,0.0005372630286284442,0.00706117123340241,0.9805817791081434,0.00030700744493053955,7.675186123263489e-05
10.1,0.5,50.50466028384642,0.04111653948129904,0.00072004414476252,0.02511406306779182,0.9261248166242716,0.001655428594500747,0.0007402322983539925
10.1,1.0,52.15759518132532,0.088298298121918,0.0006494372802170833,0.08423553932242044,0.7971641238763854,0.0031414640531431002,0.0018425894927089337
10.1,1.5,53.7904467451397,0.12985955851820075,0.0006379953745335346,0.09536930857251284,0.7152821892041282,0.004519592232956311,0.0035928489518450993
10.1,2.0,55.42702003830418,0.206322,0.000668,0.10327,0.594206,0.006172,0.008301
10.1,2.5,57.02602384927072,0.370645,0.000617,0.08667,0.42528,0.007306,0.026403
13.4,0.1,41.81527619781498,0.002635597812700133,0.0004556874722892753,0.00098527021035519,0.9942115375141632,0.0002463175525887975,0.00020936991970047785
13.4,0.5,43.04252476168325,0.015252608190612884,0.00043101683336242697,0.002234822280984184,0.9775914348334874,0.0016906635288641198,0.0012327081434165411
13.4,1.0,44.58143513290308,0.031424,0.000467,0.003177,0.950181,0.003472,0.003919
13.4,1.5,46.12234474421103,0.048725,0.000446,0.008118,0.869443,0.005135,0.008493
13.4,2.0,47.65678239703858,0.074016,0.000396,0.036695,0.759557,0.006723,0.017436
13.4,2.5,49.18518779003458,0.105504,0.000383,0.034979,0.672951,0.008066,0.043133
16.7,0.1,37.85799439215003,0.0016100450610095692,0.0002025213913219584,0.000627816313098071,0.9963242367475065,0.00023289960002025213,9.113462609488127e-05
16.7,0.5,39.08036812543968,0.010836,0.000296,0.001424,0.983946,0.001273,0.001089
16.7,1.0,40.579111500413944,0.022975,0.000328,0.002201,0.962313,0.002614,0.003333
16.7,1.5,42.06918189794549,0.035708,0.000299,0.003588,0.901362,0.003725,0.007202
16.7,2.0,43.56116502756457,0.053816,0.000307,0.030278,0.776538,0.004705,0.015263
16.7,2.5,45.037534019071856,0.083054,0.000263,0.027811,0.703586,0.005733,0.038841
20.0,0.1,35.53558961922221,0.001408499089628637,0.00019753340891133327,0.0005324813631522897,0.9971830018207427,0.00013741454532962313,4.2942045415507235e-05
20.0,0.5,36.72503514776713,0.008064,0.000227,0.001064,0.98787,0.000946,0.000949
20.0,1.0,38.203522310614694,0.017149,0.000211,0.001453,0.97103,0.001988,0.002763
20.0,1.5,39.679270697081236,0.027526,0.00018,0.002234,0.917493,0.002895,0.006062
20.0,2.0,41.147127329379266,0.041156,0.000191,0.020582,0.80317,0.003522,0.012813
20.0,2.5,42.601988928883834,0.066681,0.000168,0.02198,0.73356,0.004149,0.035097
23.4,0.1,34.05687274175119,0.0009255636155675285,0.00018059777864732265,0.00030852120518917617,0.997960750082774,8.277398188002287e-05,6.772416699274598e-05
23.4,0.5,35.23093460820323,0.006202,0.000159,0.000682,0.990601,0.000784,0.000778
23.4,1.0,36.688801398661916,0.01362,0.000167,0.001058,0.976617,0.001579,0.00234
23.4,1.5,38.172941646192484,0.021345,0.000171,0.001583,0.926319,0.002128,0.005212
23.4,2.0,39.6485940583599,0.032948,0.000159,0.009288,0.829654,0.002585,0.011452
23.4,2.5,41.112711642589716,0.054338,0.000147,0.018281,0.748502,0.002889,0.032098
26.7,0.1,33.04573172408788,0.0008080889031361864,8.014104824491104e-05,0.0003272426136667201,0.9981701127317412,6.010578618368328e-05,4.007052412245552e-05
26.7,0.5,34.22601545286419,0.004915,0.000121,0.000518,0.992532,0.000618,0.000626
26.7,1.0,35.6842754385249,0.011037,0.000118,0.000791,0.980188,0.001194,0.002042
26.7,1.5,37.15597164963765,0.017864,0.000114,0.001153,0.934283,0.001683,0.004526
26.7,2.0,38.6242349624246,0.026601,0.000123,0.003433,0.845529,0.00189,0.009227
26.7,2.5,40.09366073319656,0.043012,0.000102,0.015618,0.760338,0.001998,0.025143
30.0,0.1,32.336613456857215,0.000625272819508512,0.00012977360404893646,0.00021235680662553237,0.9986373771574861,1.76964005521277e-05,6.488680202446823e-05
30.0,0.5,33.50684969200691,0.003989,0.000115,0.000417,0.993831,0.000545,0.000522
30.0,1.0,34.9829716390066,0.008986,0.00011,0.000611,0.983631,0.000979,0.00176
30.0,1.5,36.44117232829065,0.015119,0.000105,0.000815,0.938887,0.001263,0.003829
30.0,2.0,37.89643630260271,0.022436,9.2e-05,0.001663,0.862718,0.001305,0.008689
30.0,2.5,39.36029294127166,0.036259,0.000103,0.01312,0.759839,0.001364,0.024194
