0.1,0.1,5209.729623357621,0.09570957095709572,0.0,0.06930693069306931,0.7821782178217822,0.0,0.006600660066006601,0.0
0.1,0.5,5304.298829135127,0.166028848984398,0.0,0.0073594347954077126,0.8048277892257875,0.0,0.0038269060936120106,0.0032381513099793936
0.1,1.0,5418.998894481938,0.22844733984799132,0.0,0.0007600434310532031,0.7418023887079261,0.0,0.002062975027144408,0.0018458197611292075
0.1,1.5,5554.988047820744,0.32426402568427926,0.0,0.00016324753768297328,0.629156010230179,0.0,0.0021222179898786526,0.002448713065244599
0.1,2.0,5689.795102308835,0.4298897626485691,0.0,3.590793206219254e-05,0.5056554992997954,0.0,0.0013285934863011238,0.0030162662932241733
0.1,2.5,5790.373202390806,0.6565056688400681,0.0,2.0764981934465717e-05,0.27729556875285516,0.0,0.0014327837534781345,0.01609286099921093
3.4,0.1,164.33810853673899,0.06153846153846154,0.0,0.041758241758241756,0.8263736263736263,0.0,0.004395604395604396,0.002197802197802198
3.4,0.5,167.96415580375196,0.12381141045958796,0.0,0.0011885895404120444,0.8593502377179081,0.0,0.003961965134706815,0.0003961965134706815
3.4,1.0,172.97739327920164,0.19381614442830464,0.0,6.917064397869545e-05,0.7838417375665767,0.0,0.001729266099467386,0.0007608770837656499
3.4,1.5,177.0617065678198,0.29358213873784805,0.0,4.119294776734223e-05,0.6494892074476849,0.0,0.0009474377986488713,0.001812489701763058
3.4,2.0,181.82120319339262,0.3976585139677756,0.0,2.318303002202388e-05,0.5342065607974963,0.0,0.001344615741277385,0.0024342181523125074
3.4,2.5,186.3508086727476,0.6359093391589296,0.0,0.0,0.2955761878754779,0.0,0.0013926815947569635,0.014172583287820863
6.7,0.1,99.52063514418211,0.04229195088676671,0.0,0.045020463847203276,0.8608458390177354,0.0,0.004092769440654843,0.0
6.7,0.5,102.57568537582377,0.08184310142279076,0.0,0.0003915937867119175,0.9054953661401905,0.0,0.0027411565069834225,0.0003915937867119175
6.7,1.0,106.01711776655782,0.1410613886730356,0.0,4.5710106504548156e-05,0.8352607761576084,0.0,0.0012341728756228001,0.0007770718105773186
