vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap
23.4,1.0,30.248197882445524,0.003149,1.7e-05,9e-06,0.988889,0.000328,5.5e-05
23.4,1.5,30.248197882445524,0.005609,9e-06,5e-06,0.990571,0.00028,5.6e-05
23.4,2.0,30.248197882445524,0.008129,1.5e-05,2e-06,0.98951,0.000226,5.2e-05
23.4,2.5,30.24816557148352,0.01112,7e-06,9e-06,0.98716,0.000182,5.2e-05
23.4,3.0,30.248197882445524,0.013815,1.4e-05,8e-06,0.984948,0.00012,3.4e-05
23.4,3.5,30.24816557148352,0.016932,1.1e-05,1.4e-05,0.982138,0.000131,4.8e-05
23.4,4.0,30.248197882445524,0.020159,7e-06,8e-06,0.979163,7.1e-05,3e-05
23.4,4.5,30.248197882445524,0.023221,5e-06,1e-05,0.976088,7.9e-05,2.7e-05
23.4,5.0,30.24816557148352,0.026595,9e-06,6e-06,0.972881,6.8e-05,3.6e-05
26.7,0.1,30.02642338429198,0.000102839780296833,2.3372677340189317e-05,0.0001682832768493631,0.7535023956994273,2.8047212808227184e-05,9.349070936075727e-06
26.7,0.5,30.02642338429198,0.001013,5e-06,1.3e-05,0.972311,0.000199,3.5e-05
26.7,1.0,30.026173908366953,0.0029283936553534504,0.0,6.191107093770508e-06,0.9896979977959659,0.00014239546315672168,1.2382214187541016e-05
26.7,1.5,30.02642338429198,0.004725,7e-06,5e-06,0.991644,0.000146,3e-05
26.7,2.0,30.02642338429198,0.006843,1e-05,8e-06,0.990838,0.000113,2.5e-05
26.7,2.5,30.026348452474238,0.009173,1.2e-05,1e-05,0.989297,7.4e-05,1.5e-05
26.7,3.0,30.02642338429198,0.01177,1e-05,5e-06,0.987359,4.8e-05,2.2e-05
26.7,3.5,30.02642338429198,0.014514,6e-06,3e-06,0.984605,3.5e-05,1.2e-05
26.7,4.0,30.026348452474238,0.016929,7e-06,8e-06,0.982503,3.6e-05,2.1e-05
26.7,4.5,30.02642338429198,0.019943,8e-06,7e-06,0.979552,2.3e-05,1.2e-05
26.7,5.0,30.02642338429198,0.022458,8e-06,6e-06,0.977152,3.6e-05,1.7e-05
30.0,0.1,29.873001619310212,0.0001305235679248858,8.420875349992632e-06,0.00015999663164986,0.7524683690869666,4.210437674996316e-05,1.2631313024988947e-05
30.0,0.5,29.873060867069885,0.000984,3e-06,7e-06,0.972266,0.000131,1.3e-05
30.0,1.0,29.873060867069885,0.002263,5e-06,6e-06,0.990037,0.000103,9e-06
30.0,1.5,29.873060867069885,0.003906,1.1e-05,4e-06,0.992558,6.9e-05,1.1e-05
30.0,2.0,29.873060867069885,0.005929,5e-06,4e-06,0.992057,4e-05,1.3e-05
30.0,2.5,29.873140664145897,0.007846,2e-06,5e-06,0.990754,3.7e-05,6e-06
30.0,3.0,29.873140664145897,0.009944403261675314,3.7064492216456635e-06,3.7064492216456635e-06,0.9889770200148258,3.7064492216456636e-05,1.4825796886582654e-05
30.0,3.5,29.87319991206379,0.012406,7e-06,8e-06,0.986673,1.8e-05,1.1e-05
30.0,4.0,29.873140664145897,0.01448747660028358,5.711601261692719e-06,5.711601261692719e-06,0.984991339784587,1.7134803785078158e-05,5.711601261692719e-06
30.0,4.5,29.873060867069885,0.017067,5e-06,7e-06,0.98254,1.8e-05,8e-06
30.0,5.0,29.87319991206379,0.018998,2e-06,5e-06,0.98063,1.1e-05,6e-06
