vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap,trans
16.7,0.5,41.10526838433394,0.003986530130248455,4.555366981532075e-05,0.00012848470973552005,0.9634764691934548,0.0002604735479183725,0.0001845507648928379,0.0004905779826265312
16.7,1.0,42.92292432809518,0.008818,4.4e-05,0.000185,0.956018,0.000415,0.000302,0.001619
16.7,1.5,44.74858453515922,0.014491,4.1e-05,0.000253,0.903119,0.000481,0.000362,0.003861
16.7,2.0,46.587715245370404,0.023856,3.5e-05,0.000491,0.819733,0.000501,0.000344,0.008486
16.7,2.5,48.4295632789014,0.041807,3.3e-05,0.004224,0.730598,0.000437,0.000291,0.02265
20.0,0.1,38.901103633949454,0.0004599422398117446,2.139266231682533e-05,0.0001818376296930153,0.7521873997218954,3.208899347523799e-05,1.0696331158412665e-05,4.278532463365066e-05
20.0,0.5,40.36014277813393,0.002901,2.8e-05,7e-05,0.965212,0.000191,0.00011,0.000393
20.0,1.0,42.19460730252239,0.006507,2.7e-05,0.000116,0.958969,0.000274,0.00014,0.001249
20.0,1.5,44.03175884273104,0.010879,2.3e-05,0.000148,0.899382,0.000269,0.000136,0.002931
20.0,2.0,45.852878516720914,0.016796,1.8e-05,0.000221,0.835647,0.000248,0.000105,0.006259
20.0,2.5,47.68749624094752,0.031115,2.2e-05,0.002462,0.738469,0.00021,8.6e-05,0.017022
23.4,0.1,38.44837089523448,0.0003932722999112851,2.7437602319391982e-05,0.0001371880115969599,0.7515982403351046,2.7437602319391982e-05,9.145867439797327e-06,2.7437602319391982e-05
23.4,0.5,39.91882762811378,0.002342,2.5e-05,4.7e-05,0.965738,0.000129,5.6e-05,0.000289
23.4,1.0,41.732166892177055,0.005186,2.2e-05,7.7e-05,0.959149,0.000156,5.5e-05,0.001087
23.4,1.5,43.562295839828636,0.008495,1.6e-05,0.000103,0.901399,0.000146,4.3e-05,0.002364
23.4,2.0,45.41008262679751,0.012532,2.2e-05,0.000137,0.839091,0.00011,3.9e-05,0.004875
23.4,2.5,47.22718698944539,0.023553,1.7e-05,0.000962,0.754039,8.9e-05,3.1e-05,0.012179
26.7,0.1,38.15955408762666,0.0001955671447196871,0.0,0.00016297262059973924,0.7511326597131682,0.0,0.0,8.148631029986962e-06
26.7,0.5,39.61379140125133,0.001793,1.2e-05,4e-05,0.96802,8.8e-05,3.3e-05,0.00027
26.7,1.0,41.44938602537734,0.004163,1.2e-05,5.5e-05,0.968582,0.000102,3e-05,0.000836
26.7,1.5,43.275083124484425,0.00688,5e-06,6.9e-05,0.910945,5.7e-05,1.2e-05,0.001876
26.7,2.0,45.09196521971034,0.010363,1.2e-05,8.4e-05,0.846134,5.8e-05,1.9e-05,0.00381
26.7,2.5,46.94753484664066,0.017722,1e-05,0.000271,0.773511,4.2e-05,1.5e-05,0.010201
