vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap
16.7,3.5,37.59281373871087,0.055459,0.000275,0.000266,0.917978,0.005214,0.011817
16.7,4.0,37.59281373871087,0.064387,0.000294,0.000213,0.907261,0.005649,0.013215
16.7,4.5,37.59281373871087,0.073834,0.00027,0.000267,0.896429,0.00597,0.01437
16.7,5.0,37.59265849696313,0.084207,0.000262,0.000232,0.884608,0.006242,0.015386
20.0,0.1,35.263757521326376,0.0012448238193227142,0.00022864110967151893,0.0011178009806163149,0.6331072326804359,0.0,0.00020323654193023905
20.0,0.5,35.264346186190615,0.005497096539767951,0.0001663025476183425,0.00018908371852496475,0.9464437453156217,0.0006492633708387344,0.001553675855831638
20.0,1.0,35.26446679461344,0.011016,0.000182,0.000238,0.968492,0.001855,0.002726
20.0,1.5,35.26446679461344,0.016975,0.000197,0.000224,0.966123,0.002875,0.003713
20.0,2.0,35.26453429280067,0.022996,0.000196,0.000206,0.959838,0.003771,0.004574
20.0,2.5,35.26453429280067,0.030578,0.000177,0.000188,0.951769,0.004435,0.005232
20.0,3.0,35.26453429280067,0.037707,0.000208,0.000169,0.943327,0.005299,0.006225
20.0,3.5,35.26446679461344,0.046037,0.00019,0.000151,0.934391,0.00576,0.007143
20.0,4.0,35.26453429280067,0.054453,0.000176,0.000166,0.92539,0.005993,0.007872
20.0,4.5,35.26446679461344,0.062984,0.000193,0.000164,0.916494,0.006344,0.008504
20.0,5.0,35.26453429280067,0.071829,0.00019,0.000144,0.907824,0.006299,0.009053
23.4,0.1,33.77915620803064,0.0006584922797456857,0.00011353315168029064,0.0009309718437783833,0.6328337874659401,6.811989100817439e-05,0.00011353315168029064
23.4,0.5,33.779247926315485,0.004125821502031807,0.00013244368634927005,0.00017659158179902674,0.9489509858024382,0.0007224201073596549,0.0009451663071288818
23.4,1.0,33.779247926315485,0.008434,0.000149,0.000166,0.971976,0.00178,0.001699
23.4,1.5,33.779247926315485,0.013631,0.00013,0.000123,0.971162,0.002748,0.002299
23.4,2.0,33.779247926315485,0.019365,0.000156,0.00011,0.966448,0.003568,0.002757
23.4,2.5,33.77920206730402,0.025667,0.000137,0.000106,0.960591,0.004017,0.003284
23.4,3.0,33.779247926315485,0.032232,0.000132,0.000125,0.954477,0.004442,0.00384
23.4,3.5,33.779297238425336,0.039886,0.000147,0.000126,0.946878,0.0048,0.00427
23.4,4.0,33.779247926315485,0.047775,0.000162,0.000116,0.939034,0.004956,0.004702
23.4,4.5,33.779247926315485,0.055838,0.00013,0.000127,0.931531,0.004777,0.00498
23.4,5.0,33.779297238425336,0.063998,0.000138,0.000122,0.923785,0.004771,0.004989
26.7,0.1,32.77727499783041,0.0005350984977605137,9.909231440009513e-05,0.0010503785326410084,0.6337944429030085,0.0,7.92738515200761e-05
26.7,0.5,32.777351471813176,0.0031087754174112573,0.00010221597177429303,0.00013217582557020652,0.9498031461371175,0.0007895302647393669,0.0006538297504872882
26.7,1.0,32.77739029622083,0.007081,0.00011,0.000122,0.973414,0.001625,0.001104
26.7,1.5,32.777351471813176,0.011608,0.000103,9.2e-05,0.974745,0.002296,0.001588
26.7,2.0,32.777427945620836,0.016769,0.000127,9.7e-05,0.971751,0.002847,0.001793
26.7,2.5,32.777351471813176,0.022618,9.8e-05,9.2e-05,0.967669,0.003172,0.002089
26.7,3.0,32.777427945620836,0.028762,0.000122,9.1e-05,0.962184,0.003329,0.002393
26.7,3.5,32.77739029622083,0.035485,0.000119,8.1e-05,0.955916,0.003409,0.002533
26.7,4.0,32.77739029622083,0.04256,0.00012,8.3e-05,0.949182,0.003335,0.002613
26.7,4.5,32.77739029622083,0.04986,0.000132,9.2e-05,0.942493,0.003274,0.002583
